url,name,address,city,state,phone
https://www.bbtcpa.com/,Results,"6807 Indiana Ave Ste 200, Lubbock, TX 79413",Lubbock,TX,(806) 589-5111
https://thebarkleegroup.com/,Results,"11903 Frankford Ave Ste 200, Lubbock, TX 79424",Lubbock,TX,
http://www.rjpcpa.net/,Results,"3823 84th St, Lubbock, TX 79423",Lubbock,TX,(806) 783-0268
http://www.aliciastaxco.com/,Results,"6202 Iola Ave Ste 128, Lubbock, TX 79424",Lubbock,TX,(806) 401-6413
http://www.mwccpa.com/,Results,"5202 Indiana Ave, Lubbock, TX 79413",Lubbock,TX,(806) 797-3251
http://www.atlasfirms.com/,Results,"4415 71st St Ste 23, Lubbock, TX 79424",Lubbock,TX,(806) 799-3929
http://www.affiliatedtaxsolutions.com/,Results,"4630 50th St Suite 106, Lubbock, TX 79414",Lubbock,TX,(806) 300-0048
https://www.facebook.com/Isomfooteinsurance/,Results,"115A Main St, Idalou, TX 79329",Idalou,TX,(806) 892-2546
https://locations.ups.com/us/en/tx/idalou/authorized-shipping-provider-146875.html?utm_source=google&utm_medium=organic&utm_campaign=rio,Results,"103 W 1st St, Idalou, TX 79329",Idalou,TX,(806) 892-2626
http://bryankingcpa.com/,Results,"6102 Chicago Ave Ste 400, Lubbock, TX 79424",Lubbock,TX,(806) 791-4970
https://bectoninsurance.com/,Results,"812 Frontage Rd, Idalou, TX 79329",Idalou,TX,(806) 892-2583
https://usmapiz.org/details/russwurm-tire-ChIJVez,Results,"503 E 1st St, Idalou, TX 79329",Idalou,TX,(806) 930-0528
https://www.lubbockcpa.com/,Results,"7822 Orlando Ave, Lubbock, TX 79423",Lubbock,TX,(806) 795-0470
http://www.childerscpa.com/,Results,"709 7th St, Shallowater, TX 79363",Shallowater,TX,(806) 778-4430
http://www.sjbslubbock.com/,Results,"11506 University Ave, Lubbock, TX 79423",Lubbock,TX,(806) 767-0863
https://www.gbmcpa.net/,Results,"5235 79th St, Lubbock, TX 79424",Lubbock,TX,(806) 794-9957
http://www.lubbockcpa.us/,Results,"11001 Milwaukee Ave, Lubbock, TX 79424",Lubbock,TX,(806) 642-4902
http://www.bsgm.com/,Results,"8215 Nashville Ave, Lubbock, TX 79423",Lubbock,TX,(806) 747-3806
https://dwilliams.net/,Results,"1500 Broadway St, Lubbock, TX 79401",Lubbock,TX,(806) 785-5982
http://www.rbmsllp.com/,Results,"9816 Slide Rd #301, Lubbock, TX 79424",Lubbock,TX,(806) 744-3333
http://www.dhcg.com/,Results,,Idalou,TX,(806) 791-1591
https://www.hcht.cpa/,Results,"5009 122nd Street, Lubbock, TX 79424",Lubbock,TX,(806) 799-6699
https://bradrsmithcpa.com/,Results,"8008 Slide Rd # 19, Lubbock, TX 79424",Lubbock,TX,(806) 798-8619
https://rachelodonnellcpa.com/,Results,"302 E Hwy 62 #213, Wolfforth, TX 79382",Wolfforth,TX,(806) 853-5343
http://www.lubcpa.com/,Results,"4417 71st St Ste 33, Lubbock, TX 79424",Lubbock,TX,(806) 792-5811
https://jowerstax.com/about-us/,Results,"2315 50th St suite i, Lubbock, TX 79412",Lubbock,TX,(806) 780-6506
https://angelahightower.com/,Results,"1810 34th St, Lubbock, TX 79411",Lubbock,TX,(806) 762-2460
https://www.thetaxplacelubbock.com/,Results,"3132 50th St B, Lubbock, TX 79413",Lubbock,TX,(806) 796-7170
http://www.nwtalubbock.com/,Results,"804 Cedar Ave, Idalou, TX 79329",Idalou,TX,(806) 797-8787
https://turbotax.intuit.com/local-tax-offices/tx/lubbock/1c1860f42cd34d43ae23a4ecd6dc9599/,Results,"3223 S Loop 289 Office 605 / 616, Lubbock, TX 79423",Lubbock,TX,(956) 295-3941
https://thebusybeeidalou.com/,Results,"806 Frontage Rd, Idalou, TX 79329",Idalou,TX,(806) 892-3188
https://office.jacksonhewitt.com/tax-preparation-services-locations/en/tx/lubbock/2103-34th-street/13812?utm_source=google&utm_medium=local&utm_campaign=local&utm_content=13812,Results,"2103 34th St, Lubbock, TX 79411",Lubbock,TX,(806) 744-4999
http://www.garciataxservice.org/,Results,"8102 Viola Ave, Lubbock, TX 79424",Lubbock,TX,(806) 416-0458
http://www.johnson1040.com/,Results,"4200 Boston Ave, Lubbock, TX 79413",Lubbock,TX,(806) 792-6325
